identifiant;id_dicom;nom;type;payant;adresse;arrondissement;statut_ouverture;horaires_periode;horaires_lundi;horaires_mardi;horaires_mercredi;horaires_jeudi;horaires_vendredi;horaires_samedi;horaires_dimanche;geo_shape;geo_point_2d;proposition_usager
MA16;(3254);MAIRIE DU 16E;Mairie d'arrondissement;Non;71 avenue HENRI MARTIN;75016;;;14h - 17h;14h - 17h;14h - 17h;14h - 17h;14h - 17h;14h - 17h;14h - 17h;"{""coordinates"": [2.2766864399169857, 48.86394446468548], ""type"": ""Point""}";48.86394446468548, 2.2766864399169857;Non
LC51;19511;Eglise Notre-Dame de Bercy;Lieux de culte;Non;10  PL LACHAMBEAUDIE;75012;;Les horaires étant susceptibles d'évoluer, merci de vous renseigner directement sur place.;;;;;;;;"{""coordinates"": [2.387222456111879, 48.83631739543799], ""type"": ""Point""}";48.83631739543799, 2.387222456111879;Non
LC53;;Eglise de l'Hôpital du Val de Grace;Lieux de culte;Oui;1 Place Alphonse Laveran;75005;;Les horaires étant susceptibles d'évoluer, merci de vous renseigner directement sur place.;;;;;;;;"{""coordinates"": [2.3417884639021755, 48.84090992805433], ""type"": ""Point""}";48.84090992805433, 2.3417884639021755;Non
;17710;Ombière du jardin de la Dalle des Olympiades;Ombrière temporaire;Non;32 Rue du Javelot;75013;;;;;;;;;;"{""coordinates"": [2.3655596432391204, 48.82450461145196], ""type"": ""Point""}";48.82450461145196, 2.3655596432391204;Non
BR43;;Brumisateur Parc de Belleville;Brumisateur;Non;Parc de Belleville;75020;;Horaires d'ouvertures du parc;;;;;;;;"{""coordinates"": [2.384924476381876, 48.87123259020157], ""type"": ""Point""}";48.87123259020157, 2.384924476381876;Non
MU28;;Muséee Grévin;Musée;Oui;10 Boulevard Montmartre;75009;;;;;;;;;;"{""coordinates"": [2.342318867463225, 48.871930781593406], ""type"": ""Point""}";48.871930781593406, 2.342318867463225;Non
BR38;;Brumisateur Jardin Élisabeth Boselli;Brumisateur;Non;34 boulevard Victor;75015;;Mise en service prochainement / Horaires d'ouvertures du parc;;;;;;;;"{""coordinates"": [2.2851056545149806, 48.83359045836024], ""type"": ""Point""}";48.83359045836024, 2.2851056545149806;Non
BR41;;Brumisateur Jardin de l'Îlot Riquet;Brumisateur;Non;Jardin Îlot Riquet;75019;Ouvert;Horaires d'ouvertures du parc;;;;;;;;"{""coordinates"": [2.3736675925919197, 48.88990289260995], ""type"": ""Point""}";48.88990289260995, 2.3736675925919197;Non
BR58;;Brumisateur Square Leon;Brumisateur;Non;20 RUE DES GARDES;75018;;Horaires d'ouvertures du parc;;;;;;;;"{""coordinates"": [2.353371733248235, 48.88602552509761], ""type"": ""Point""}";48.88602552509761, 2.353371733248235;Non
LC109;;Chapelle du Coeur Eucharistique;Lieux de culte;Non;22  RUE LIEUTENANT CHAURE;75020;;Les horaires étant susceptibles d'évoluer, merci de vous renseigner directement sur place.;;;;;;;;"{""coordinates"": [2.406377327982329, 48.86771229181325], ""type"": ""Point""}";48.86771229181325, 2.406377327982329;Non
LC114;19498;Eglise Saint-Eugène Sainte-Cecile;Lieux de culte;Non;4b RUE SAINTE-CECILE;75009;;Les horaires étant susceptibles d'évoluer, merci de vous renseigner directement sur place.;;;;;;;;"{""coordinates"": [2.3471730444629078, 48.873340661194185], ""type"": ""Point""}";48.873340661194185, 2.3471730444629078;Non
BR44;;Brumisateur Chapelle Charbon;Brumisateur;Non;Chapelle Charbon;75018;;Installation prévue mi-juillet / Horaires d'ouvertures du parc;;;;;;;;"{""coordinates"": [2.3648419463140424, 48.89621911770035], ""type"": ""Point""}";48.89621911770035, 2.3648419463140424;Non
BR4;<Nul>;Brumisateur Square Boucicaut;Brumisateur;Non;1 rue de Babylone;75007;Ouvert;Horaires d'ouvertures du parc;;;;;;;;"{""coordinates"": [2.3256889947865726, 48.85149241836413], ""type"": ""Point""}";48.85149241836413, 2.3256889947865726;Non
LC144;19493;Eglise Saint-François-Xavier;Lieux de culte;;13 PL du PRESIDENT MITHOUARD;75007;;Les horaires étant susceptibles d'évoluer, merci de vous renseigner directement sur place.;;;;;;;;"{""coordinates"": [2.313756839270356, 48.850798814418525], ""type"": ""Point""}";48.850798814418525, 2.313756839270356;Non
MU77;;Musée des Arts et Métiers;Musée;Oui;60 RUE REAUMUR;75003;;;Fermé;10h – 18h;10h – 18h;10h – 18h;10h – 21h;10h – 18h;10h – 18h;"{""coordinates"": [2.3554219599266557, 48.86651952583102], ""type"": ""Point""}";48.86651952583102, 2.3554219599266557;Non
BR65;;Brumisateur Square de la Salamandre;Brumisateur;Non;16 SQUARE DE LA SALAMANDRE;75020;;Horaires d'ouvertures du parc;;;;;;;;"{""coordinates"": [2.406129729856214, 48.85793693696111], ""type"": ""Point""}";48.85793693696111, 2.406129729856214;Non
OMP83;;KIOSQUE A MUSIQUE SQUARE MAURICE KRIEGEL-VALRIMONT DIT SQUARE DE CLIGNANCOURT;Ombrière pérenne;Non;36 SQUARE DE CLIGNANCOURT;75018;;Horaires d'ouverture de l'espace vert;;;;;;;;"{""coordinates"": [2.346695932874005, 48.893198614113764], ""type"": ""Point""}";48.893198614113764, 2.346695932874005;Non
OMP99;;PERGOLA JARDIN SERGE GAINSBOURG;Ombrière pérenne;Non;11 AVENUE DE LA PORTE DES LILAS;75019;;Horaires d'ouverture de l'espace vert;;;;;;;;"{""coordinates"": [2.408082932486506, 48.878882958445246], ""type"": ""Point""}";48.878882958445246, 2.408082932486506;Non
BR31;<Nul>;Brumisateur Square Casque d'Or;Brumisateur;Non;12 rue Michel de Bourges;75020;Ouvert;Horaires d'ouvertures du parc;;;;;;;;"{""coordinates"": [2.401254217775012, 48.8541934434786], ""type"": ""Point""}";48.8541934434786, 2.401254217775012;Non
BI15;1733;Bibliothèque Georges Brassens;Bibliothèque;Non;38 RUE GASSENDI;75014;;à partir du 24/10/23;-;16h00 - 19h00;10h00 - 19h00;16h00 - 19h00;16h00 - 19h00;10h00 - 18h00;-;"{""coordinates"": [2.3257305736286273, 48.833813874417494], ""type"": ""Point""}";48.833813874417494, 2.3257305736286273;Non
MA7;3719;MAIRIE DU  7E;Mairie d'arrondissement;Non;116 RUE DE GRENELLE;75007;;du 05/09/24 au 02/06/25;08h30 - 17h00;08h30 - 17h00;08h30 - 17h00;08h30 - 19h30;08h30 - 17h00;09h00 - 12h30;-;"{""coordinates"": [2.3199074725206446, 48.856931121521654], ""type"": ""Point""}";48.856931121521654, 2.3199074725206446;Non
MU20;7;Musée d'Art Moderne de Paris;Musée;Non;11 Avenue du Président Wilson;75016;;du 01/01/20 au 01/01/32;-;10h00 - 18h00;10h00 - 18h00;10h00 - 18h00;10h00 - 18h00;10h00 - 18h00;10h00 - 18h00;"{""coordinates"": [2.298023362251753, 48.86422122770682], ""type"": ""Point""}";48.86422122770682, 2.298023362251753;Non
OMP13;;ABRI SQUARE ALEX BISCARRE;Ombrière pérenne;Non;31BIS RUE NOTRE DAME DE LORETTE;75009;;Horaires d'ouverture de l'espace vert;;;;;;;;"{""coordinates"": [2.336743457835591, 48.878546281051655], ""type"": ""Point""}";48.878546281051655, 2.336743457835591;Non
MU38;;Cité de la Musique;Musée;Oui;221 Avenue Jean Jaurès;75019;;;;;;;;;;"{""coordinates"": [2.393942243599126, 48.88981417714239], ""type"": ""Point""}";48.88981417714239, 2.393942243599126;Non
MA20;1156;Centre Paris Anim' Marc Sangnier;Mairie d'arrondissement;;20 AVENUE MARC SANGNIER;75014;;Pas d'horaires réguliers;;;;;;;;"{""coordinates"": [2.3100187909606595, 48.82522224680113], ""type"": ""Point""}";48.82522224680113, 2.3100187909606595;Non
MU57;;Grande Galerie de l'Evolution;Musée;Oui;36 Rue Geoffroy-Saint-Hilaire;75005;;;;;;;;;;"{""coordinates"": [2.356180629507874, 48.842182763159805], ""type"": ""Point""}";48.842182763159805, 2.356180629507874;Non
MU73;;Memorial de la Shoah;Musée;Non;17 Rue Geoffroy l'Asnier;75004;;;;;;;;;;"{""coordinates"": [2.356105726765854, 48.85489703583311], ""type"": ""Point""}";48.85489703583311, 2.356105726765854;Non
MA19;(3858);MAIRIE DU 19E;Mairie d'arrondissement;Non;5 place ARMAND CARREL;75019;;;14h - 17h;14h - 17h;14h - 17h;14h - 17h;14h - 17h;14h - 17h;14h - 17h;"{""coordinates"": [2.381914111710072, 48.88280865079895], ""type"": ""Point""}";48.88280865079895, 2.381914111710072;Non
LC131;;Eglise Notre-Dame des Buttes Chaumont;Lieux de culte;Non;80  RUE MEAUX;75019;;Les horaires étant susceptibles d'évoluer, merci de vous renseigner directement sur place.;;;;;;;;"{""coordinates"": [2.378524364153475, 48.88400635461003], ""type"": ""Point""}";48.88400635461003, 2.378524364153475;Non
MU15;;Musée de l'Homme;Musée;Oui;17 Place du Trocadéro et du 11 Novembre;75016;Ouvert;;11h - 19h;Fermé;11h - 19h;11h - 19h;11h - 19h;11h - 19h;11h - 19h;"{""coordinates"": [2.287669283769473, 48.862073684268], ""type"": ""Point""}";48.862073684268, 2.287669283769473;Non
LC61;19489;Eglise Saint-Joseph des Carmes;Lieux de culte;Non;70  RUE VAUGIRARD;75006;;Les horaires étant susceptibles d'évoluer, merci de vous renseigner directement sur place.;;;;;;;;"{""coordinates"": [2.3303316198244057, 48.84845657795194], ""type"": ""Point""}";48.84845657795194, 2.3303316198244057;Non
MU47;;Palais de Chaillot -  Musée de le Marine;Musée;;1, place du Trocadéro;75016;;;;;;;;;;"{""coordinates"": [2.2873348184420537, 48.861737678589016], ""type"": ""Point""}";48.861737678589016, 2.2873348184420537;Non
MU75;3990;Le CENTQUATRE - PARIS;Musée;Oui;5 rue Curial;75019;;Fermeture du 09 au 23 août inclus;Fermé;12h-19h;12h-19h;12h-19h;12h-19h;11h-19h;11h-19h;"{""coordinates"": [2.3707563308505737, 48.890121363198475], ""type"": ""Point""}";48.890121363198475, 2.3707563308505737;Non
LC145;19462;Eglise Notre-Dame-du-Perpétuel Secours;Lieux de culte;Non;55 BOULEVARD DE MENILMONTANT;75011;;Les horaires étant susceptibles d'évoluer, merci de vous renseigner directement sur place.;;;;;;;;"{""coordinates"": [2.3873557013414373, 48.8618132672012], ""type"": ""Point""}";48.8618132672012, 2.3873557013414373;Non
OMP52;;KIOSQUE A MUSIQUE SQUARE NECKER;Ombrière pérenne;Non;1 RUE TESSIER;75015;;Horaires d'ouverture de l'espace vert;;;;;;;;"{""coordinates"": [2.3065274243070455, 48.83955103024318], ""type"": ""Point""}";48.83955103024318, 2.3065274243070455;Non
OMP80;;KIOSQUE A MUSIQUE SQUARE PAUL ROBIN;Ombrière pérenne;Non;10 PLACE HEBERT;75018;;Horaires d'ouverture de l'espace vert;;;;;;;;"{""coordinates"": [2.3633661365947725, 48.893632404393514], ""type"": ""Point""}";48.893632404393514, 2.3633661365947725;Non
OMP97;;ABRI SQUARE DE LA BUTTE DU CHAPEAU ROUGE;Ombrière pérenne;Non;11 BOULEVARD D ALGERIE;75019;;Horaires d'ouverture de l'espace vert;;;;;;;;"{""coordinates"": [2.3987779285624624, 48.881805769397936], ""type"": ""Point""}";48.881805769397936, 2.3987779285624624;Non
OMP105;;ABRI PARC DE BELLEVILLE;Ombrière pérenne;Non;45 RUE DES COURONNES;75020;;Horaires d'ouverture de l'espace vert;;;;;;;;"{""coordinates"": [2.384944474994278, 48.871007892141414], ""type"": ""Point""}";48.871007892141414, 2.384944474994278;Non
OMP92;;ABRI PARC DES BUTTES CHAUMONT;Ombrière pérenne;Non;7 RUE BOTZARIS;75019;;Horaires d'ouverture de l'espace vert;;;;;;;;"{""coordinates"": [2.3807172333669047, 48.87878722412989], ""type"": ""Point""}";48.87878722412989, 2.3807172333669047;Non
OMP104;;ABRI PARC DE BELLEVILLE;Ombrière pérenne;Non;45 RUE DES COURONNES;75020;;Horaires d'ouverture de l'espace vert;;;;;;;;"{""coordinates"": [2.386223659814972, 48.87081458080487], ""type"": ""Point""}";48.87081458080487, 2.386223659814972;Non
OMP32;;PERGOLA JARDIN YITZHAK RABIN;Ombrière pérenne;Non;16 RUE JOSEPH KESSEL;75012;;Horaires d'ouverture de l'espace vert;;;;;;;;"{""coordinates"": [2.3817832688122307, 48.83579858739342], ""type"": ""Point""}";48.83579858739342, 2.3817832688122307;Non
PI39;2938;Piscine René et André Mourlon;Piscine;Oui;19, rue Gaston de Caillavet;75015;;du 09/09/24 au 20/10/24;07h00 - 09h00 / 11h30 - 14h00;07h00 - 09h00 / 11h30 - 14h00 / 17h00 - 22h30;11h30 - 18h00;07h00 - 09h00 / 11h30 - 14h00;07h00 - 09h00 / 11h30 - 14h00;07h00 - 18h00;08h00 - 18h00;"{""coordinates"": [2.2848068578716902, 48.8487375055053], ""type"": ""Point""}";48.8487375055053, 2.2848068578716902;Non
OMP06;;ABRI JARDIN DU CHAMP DE MARS ET PELOUSES DE L'ECOLE MILITAIRE;Ombrière pérenne;Non;1 AVENUE ANATOLE FRANCE;75007;;Horaires d'ouverture de l'espace vert;;;;;;;;"{""coordinates"": [2.300093416938516, 48.854706746628906], ""type"": ""Point""}";48.854706746628906, 2.300093416938516;Non
